tweet,like_count,retweet_count,hashtags,timestamp
Discussing the latest in fitness.,490,72,"#Wellness, #Workout, #Healthy",2024-06-13 17:08:24.170503
Discussing the latest in politics.,499,26,"#Politics, #Government, #Elections",2024-06-24 13:08:11.170503
Discussing the latest in education.,304,17,"#Books, #Knowledge, #Education",2024-06-18 18:54:47.170503
Discussing the latest in education.,426,80,"#Learning, #Knowledge, #Books",2024-06-23 22:50:17.170503
Discussing the latest in sports.,55,42,"#TeamSpirit, #Victory, #GameDay",2024-06-29 11:16:41.170503
Discussing the latest in travel.,129,71,"#Travel, #Explore, #Wanderlust",2024-06-15 21:05:00.170503
Discussing the latest in politics.,151,25,"#Politics, #News, #Government",2024-06-24 15:48:13.170503
Discussing the latest in finance.,487,96,"#Finance, #Economy, #Markets",2024-06-23 22:00:16.170503
Discussing the latest in nature.,294,11,"#Nature, #Relax, #Sunset",2024-06-30 16:22:06.170503
Discussing the latest in politics.,358,46,"#Government, #Elections, #Politics",2024-06-10 03:26:03.170503
Discussing the latest in politics.,134,35,"#News, #Elections, #Politics",2024-06-23 05:15:48.170503
Discussing the latest in politics.,295,29,"#Government, #Politics, #Elections",2024-06-02 04:21:42.170503
Discussing the latest in finance.,92,88,"#Investing, #Markets, #Economy",2024-06-14 23:17:58.170503
Discussing the latest in music.,237,22,"#Bands, #NewRelease, #Music",2024-06-09 18:41:00.170503
Discussing the latest in travel.,395,19,"#Explore, #Wanderlust, #Travel",2024-06-19 09:41:13.170503
Discussing the latest in education.,419,30,"#Learning, #Knowledge, #Books",2024-06-21 08:55:14.170503
Discussing the latest in music.,325,84,"#Music, #Bands, #NewRelease",2024-06-20 13:49:14.170503
Discussing the latest in technology.,138,76,"#Gadgets, #AI, #Innovation",2024-06-21 14:23:05.170503
Discussing the latest in education.,373,23,"#Books, #Learning, #Knowledge",2024-06-27 15:23:53.170503
Discussing the latest in cooking.,466,77,"#Foodie, #Cooking, #Pasta",2024-06-24 02:17:07.170503
Discussing the latest in technology.,215,19,"#Gadgets, #AI, #Tech",2024-06-22 23:45:25.170503
Discussing the latest in politics.,358,42,"#News, #Politics, #Government",2024-06-10 06:18:01.170503
Discussing the latest in travel.,55,71,"#Travel, #Adventure, #Explore",2024-06-03 06:00:34.170503
Discussing the latest in education.,472,92,"#Knowledge, #Education, #Books",2024-06-23 21:20:02.170503
Discussing the latest in cooking.,350,29,"#Foodie, #Recipe, #Cooking",2024-06-26 02:35:51.170503
Discussing the latest in nature.,295,23,"#Outdoors, #Sunset, #Relax",2024-06-06 08:14:38.170503
Discussing the latest in cooking.,339,39,"#Recipe, #Pasta, #Cooking",2024-06-25 09:15:33.170503
Discussing the latest in education.,98,66,"#Knowledge, #Learning, #Books",2024-06-06 18:10:07.170503
Discussing the latest in sports.,325,43,"#GameDay, #Sports, #Victory",2024-06-22 22:52:02.170503
Discussing the latest in finance.,400,55,"#Economy, #Markets, #Investing",2024-06-26 06:32:03.170503
Discussing the latest in education.,456,31,"#Education, #Knowledge, #Learning",2024-06-22 17:44:33.170503
Discussing the latest in education.,484,43,"#Books, #Education, #Learning",2024-06-12 10:07:03.170503
Discussing the latest in cooking.,167,79,"#Recipe, #Foodie, #Cooking",2024-06-10 01:51:29.170503
Discussing the latest in finance.,342,45,"#Economy, #Finance, #Investing",2024-06-29 00:33:06.170503
Discussing the latest in travel.,345,12,"#Travel, #Explore, #Adventure",2024-06-29 08:27:17.170503
Discussing the latest in technology.,385,65,"#Tech, #Gadgets, #Innovation",2024-06-10 12:15:11.170503
Discussing the latest in travel.,103,27,"#Explore, #Wanderlust, #Adventure",2024-06-27 07:55:38.170503
Discussing the latest in music.,471,42,"#NewRelease, #Concert, #Music",2024-06-02 12:54:55.170503
Discussing the latest in technology.,400,91,"#Gadgets, #AI, #Innovation",2024-06-10 02:49:56.170503
Discussing the latest in sports.,479,58,"#GameDay, #Sports, #TeamSpirit",2024-06-06 11:52:07.170503
Discussing the latest in finance.,439,58,"#Investing, #Economy, #Markets",2024-06-23 16:43:05.170503
Discussing the latest in fitness.,57,68,"#Wellness, #Healthy, #Workout",2024-06-28 15:02:47.170503
Discussing the latest in cooking.,492,88,"#Recipe, #Pasta, #Foodie",2024-06-17 01:54:51.170503
Discussing the latest in music.,282,47,"#Music, #NewRelease, #Concert",2024-06-01 18:01:13.170503
Discussing the latest in cooking.,146,32,"#Recipe, #Pasta, #Cooking",2024-06-26 09:06:30.170503
Discussing the latest in finance.,276,50,"#Finance, #Economy, #Investing",2024-06-30 16:54:37.170503
Discussing the latest in fitness.,391,30,"#Fitness, #Workout, #Wellness",2024-06-24 02:43:06.170503
Discussing the latest in politics.,280,18,"#Politics, #Elections, #Government",2024-06-12 23:02:41.170503
Discussing the latest in technology.,96,10,"#Innovation, #Tech, #AI",2024-06-09 17:50:22.170503
Discussing the latest in nature.,165,100,"#Nature, #Relax, #Outdoors",2024-06-01 15:17:00.170503
Discussing the latest in education.,176,80,"#Education, #Knowledge, #Books",2024-06-10 13:15:36.170503
Discussing the latest in travel.,164,47,"#Adventure, #Travel, #Wanderlust",2024-06-12 10:39:55.170503
Discussing the latest in music.,128,64,"#Bands, #Music, #NewRelease",2024-06-28 20:04:00.170503
Discussing the latest in sports.,294,90,"#Sports, #Victory, #TeamSpirit",2024-06-21 07:32:34.170503
Discussing the latest in politics.,438,26,"#News, #Elections, #Government",2024-06-13 21:50:23.170503
Discussing the latest in technology.,53,63,"#Tech, #Gadgets, #Innovation",2024-06-15 22:34:58.170503
Discussing the latest in cooking.,108,82,"#Pasta, #Cooking, #Foodie",2024-06-18 17:20:38.170503
Discussing the latest in politics.,188,65,"#Government, #Elections, #Politics",2024-06-12 17:08:58.170503
Discussing the latest in cooking.,392,59,"#Foodie, #Recipe, #Cooking",2024-06-18 11:08:53.170503
Discussing the latest in sports.,306,49,"#GameDay, #TeamSpirit, #Victory",2024-06-19 20:18:08.170503
Discussing the latest in education.,297,31,"#Books, #Learning, #Education",2024-06-22 07:13:04.170503
Discussing the latest in education.,352,60,"#Books, #Education, #Knowledge",2024-06-04 12:50:26.170503
Discussing the latest in sports.,121,83,"#TeamSpirit, #Victory, #Sports",2024-06-17 20:30:28.170503
Discussing the latest in fitness.,492,60,"#Workout, #Wellness, #Fitness",2024-06-04 22:48:24.170503
Discussing the latest in travel.,271,47,"#Adventure, #Wanderlust, #Explore",2024-06-05 20:51:16.170503
Discussing the latest in nature.,147,73,"#Relax, #Outdoors, #Sunset",2024-06-09 07:39:36.170503
Discussing the latest in nature.,214,44,"#Nature, #Relax, #Outdoors",2024-06-26 18:09:13.170503
Discussing the latest in finance.,438,37,"#Investing, #Finance, #Economy",2024-06-05 07:11:29.170503
Discussing the latest in finance.,374,70,"#Markets, #Investing, #Economy",2024-06-11 08:52:36.170503
Discussing the latest in travel.,369,24,"#Travel, #Wanderlust, #Adventure",2024-06-07 03:28:13.170503
Discussing the latest in music.,416,50,"#Music, #Concert, #Bands",2024-06-26 11:22:16.170503
Discussing the latest in cooking.,296,83,"#Cooking, #Pasta, #Recipe",2024-06-06 22:23:15.170503
Discussing the latest in education.,362,78,"#Education, #Learning, #Books",2024-06-22 13:57:31.170503
Discussing the latest in travel.,322,96,"#Wanderlust, #Explore, #Adventure",2024-06-27 02:54:18.170503
Discussing the latest in education.,387,65,"#Education, #Knowledge, #Books",2024-06-29 14:21:08.170503
Discussing the latest in technology.,175,14,"#Innovation, #AI, #Tech",2024-06-23 07:12:27.170503
Discussing the latest in technology.,492,68,"#Innovation, #Tech, #AI",2024-06-19 04:02:18.170503
Discussing the latest in fitness.,143,15,"#Wellness, #Fitness, #Workout",2024-06-26 20:57:12.170503
Discussing the latest in fitness.,307,54,"#Workout, #Healthy, #Wellness",2024-06-18 04:34:15.170503
Discussing the latest in nature.,252,58,"#Nature, #Outdoors, #Relax",2024-06-22 17:31:36.170503
Discussing the latest in nature.,148,69,"#Sunset, #Relax, #Outdoors",2024-06-21 16:43:01.170503
Discussing the latest in education.,62,47,"#Knowledge, #Books, #Education",2024-06-22 08:11:33.170503
Discussing the latest in nature.,441,79,"#Relax, #Sunset, #Outdoors",2024-06-24 16:49:50.170503
Discussing the latest in politics.,165,64,"#Politics, #News, #Government",2024-06-26 06:51:02.170503
Discussing the latest in music.,307,96,"#Music, #Bands, #NewRelease",2024-06-16 07:58:54.170503
Discussing the latest in travel.,171,98,"#Adventure, #Wanderlust, #Explore",2024-06-17 09:56:52.170503
Discussing the latest in sports.,480,74,"#Victory, #GameDay, #Sports",2024-06-03 08:11:14.170503
Discussing the latest in technology.,191,40,"#AI, #Tech, #Innovation",2024-06-11 14:59:32.170503
Discussing the latest in travel.,102,44,"#Travel, #Explore, #Adventure",2024-06-07 15:21:38.170503
Discussing the latest in cooking.,148,72,"#Recipe, #Pasta, #Foodie",2024-06-04 14:42:12.170503
Discussing the latest in travel.,186,81,"#Travel, #Wanderlust, #Adventure",2024-06-15 17:43:49.170503
Discussing the latest in sports.,424,30,"#Victory, #GameDay, #Sports",2024-06-04 05:06:51.170503
Discussing the latest in technology.,101,98,"#AI, #Innovation, #Gadgets",2024-06-19 18:01:31.170503
Discussing the latest in travel.,394,67,"#Wanderlust, #Adventure, #Explore",2024-06-21 20:27:42.170503
Discussing the latest in education.,164,63,"#Education, #Books, #Learning",2024-06-22 20:16:14.170503
Discussing the latest in music.,356,23,"#Bands, #Concert, #Music",2024-06-16 09:02:41.170503
Discussing the latest in politics.,499,39,"#Politics, #Government, #Elections",2024-06-12 05:40:56.170503
Discussing the latest in sports.,297,71,"#Victory, #GameDay, #TeamSpirit",2024-06-01 16:22:35.170503
Discussing the latest in sports.,418,68,"#Sports, #GameDay, #TeamSpirit",2024-06-06 16:53:30.170503
Discussing the latest in technology.,466,66,"#Tech, #Innovation, #Gadgets",2024-06-05 23:38:31.170503
Discussing the latest in travel.,52,30,"#Explore, #Adventure, #Travel",2024-06-23 05:19:47.170503
Discussing the latest in fitness.,135,34,"#Healthy, #Fitness, #Workout",2024-06-04 00:51:11.170503
Discussing the latest in travel.,203,49,"#Explore, #Wanderlust, #Travel",2024-06-17 02:31:13.170503
Discussing the latest in nature.,173,93,"#Outdoors, #Relax, #Nature",2024-06-12 10:24:31.170503
Discussing the latest in finance.,133,82,"#Investing, #Economy, #Finance",2024-06-26 23:50:39.170503
Discussing the latest in cooking.,152,43,"#Cooking, #Pasta, #Recipe",2024-06-12 16:07:35.170503
Discussing the latest in education.,419,81,"#Learning, #Knowledge, #Books",2024-06-06 00:07:39.170503
Discussing the latest in music.,449,25,"#Concert, #Bands, #NewRelease",2024-06-06 09:22:42.170503
Discussing the latest in sports.,267,99,"#Sports, #GameDay, #Victory",2024-06-08 16:41:06.170503
Discussing the latest in fitness.,460,72,"#Healthy, #Workout, #Wellness",2024-06-08 21:42:07.170503
Discussing the latest in fitness.,202,28,"#Workout, #Healthy, #Fitness",2024-06-15 09:42:27.170503
Discussing the latest in sports.,410,85,"#Sports, #GameDay, #TeamSpirit",2024-06-28 23:53:37.170503
Discussing the latest in finance.,90,64,"#Economy, #Markets, #Investing",2024-06-01 12:30:53.170503
Discussing the latest in politics.,492,19,"#Government, #Elections, #News",2024-06-01 03:12:26.170503
Discussing the latest in politics.,341,63,"#Elections, #Politics, #Government",2024-06-05 18:52:18.170503
Discussing the latest in cooking.,239,27,"#Cooking, #Foodie, #Pasta",2024-06-07 12:18:54.170503
Discussing the latest in music.,318,71,"#Concert, #Music, #Bands",2024-05-31 19:02:05.170503
Discussing the latest in music.,344,78,"#NewRelease, #Concert, #Bands",2024-06-20 19:34:11.170503
Discussing the latest in music.,124,43,"#Concert, #Music, #NewRelease",2024-06-15 08:40:08.170503
Discussing the latest in technology.,270,44,"#Tech, #Gadgets, #AI",2024-06-26 12:27:58.170503
Discussing the latest in music.,432,66,"#Concert, #NewRelease, #Music",2024-06-10 20:22:59.171539
Discussing the latest in travel.,433,61,"#Travel, #Explore, #Adventure",2024-06-21 00:08:25.171539
Discussing the latest in nature.,231,13,"#Nature, #Relax, #Sunset",2024-06-12 19:10:23.171539
Discussing the latest in fitness.,435,89,"#Healthy, #Wellness, #Fitness",2024-06-01 00:28:52.171539
Discussing the latest in music.,123,50,"#NewRelease, #Bands, #Music",2024-06-12 08:21:48.171539
Discussing the latest in nature.,193,97,"#Outdoors, #Nature, #Sunset",2024-06-07 06:55:49.171539
Discussing the latest in politics.,485,27,"#Elections, #Politics, #Government",2024-06-20 08:18:58.171539
Discussing the latest in travel.,266,47,"#Explore, #Wanderlust, #Travel",2024-06-16 22:03:33.171539
Discussing the latest in finance.,154,86,"#Economy, #Investing, #Markets",2024-06-17 15:37:01.171539
Discussing the latest in nature.,449,70,"#Nature, #Sunset, #Outdoors",2024-06-07 11:05:43.171539
Discussing the latest in sports.,480,17,"#Victory, #Sports, #GameDay",2024-06-26 21:57:59.171539
Discussing the latest in education.,470,59,"#Knowledge, #Education, #Books",2024-06-08 04:02:54.171539
Discussing the latest in cooking.,357,59,"#Pasta, #Cooking, #Foodie",2024-06-14 23:14:05.171539
Discussing the latest in travel.,139,23,"#Wanderlust, #Travel, #Adventure",2024-06-20 19:06:27.171539
Discussing the latest in music.,393,18,"#NewRelease, #Music, #Concert",2024-06-18 18:33:20.171539
Discussing the latest in technology.,59,33,"#AI, #Innovation, #Tech",2024-06-26 07:27:20.171539
Discussing the latest in technology.,81,76,"#Innovation, #Gadgets, #AI",2024-06-27 04:19:08.171539
Discussing the latest in fitness.,344,67,"#Workout, #Fitness, #Wellness",2024-06-26 22:02:34.171539
Discussing the latest in technology.,139,81,"#AI, #Gadgets, #Tech",2024-06-21 11:46:22.171539
Discussing the latest in cooking.,331,12,"#Recipe, #Cooking, #Foodie",2024-06-09 14:44:46.171539
Discussing the latest in education.,258,82,"#Books, #Education, #Knowledge",2024-06-08 21:10:01.171539
Discussing the latest in education.,166,88,"#Education, #Books, #Learning",2024-06-01 04:25:30.171539
Discussing the latest in nature.,282,57,"#Nature, #Outdoors, #Relax",2024-06-06 06:24:14.171539
Discussing the latest in education.,217,27,"#Learning, #Education, #Knowledge",2024-06-06 10:44:26.171539
Discussing the latest in finance.,53,22,"#Finance, #Economy, #Markets",2024-06-17 15:01:50.171539
Discussing the latest in education.,342,82,"#Knowledge, #Learning, #Books",2024-06-25 18:30:34.171539
Discussing the latest in finance.,217,10,"#Investing, #Economy, #Finance",2024-06-12 02:44:10.171539
Discussing the latest in education.,355,63,"#Books, #Learning, #Knowledge",2024-06-24 21:39:48.171539
Discussing the latest in technology.,139,78,"#AI, #Tech, #Gadgets",2024-06-19 14:56:27.171539
Discussing the latest in finance.,485,14,"#Markets, #Investing, #Economy",2024-06-18 10:28:17.171539
Discussing the latest in education.,289,23,"#Books, #Education, #Learning",2024-06-07 16:57:54.171539
Discussing the latest in travel.,444,99,"#Adventure, #Wanderlust, #Explore",2024-06-10 19:21:43.171539
Discussing the latest in music.,52,100,"#NewRelease, #Bands, #Concert",2024-06-21 05:34:04.171539
Discussing the latest in nature.,124,96,"#Nature, #Relax, #Sunset",2024-06-24 01:23:00.171539
Discussing the latest in finance.,203,90,"#Finance, #Economy, #Investing",2024-06-04 14:58:25.171539
Discussing the latest in nature.,301,30,"#Nature, #Relax, #Outdoors",2024-06-18 12:28:55.171539
Discussing the latest in fitness.,382,75,"#Workout, #Wellness, #Healthy",2024-06-17 12:27:47.171539
Discussing the latest in finance.,382,49,"#Investing, #Markets, #Finance",2024-06-02 09:18:07.171539
Discussing the latest in finance.,262,17,"#Economy, #Investing, #Markets",2024-06-28 01:50:44.171539
Discussing the latest in politics.,227,63,"#Government, #News, #Elections",2024-06-06 10:40:34.171539
Discussing the latest in cooking.,123,46,"#Pasta, #Recipe, #Cooking",2024-06-12 13:11:36.171539
Discussing the latest in fitness.,224,45,"#Wellness, #Workout, #Fitness",2024-06-29 23:15:06.171539
Discussing the latest in finance.,118,13,"#Investing, #Finance, #Markets",2024-06-16 16:33:07.171539
Discussing the latest in technology.,318,27,"#Tech, #Gadgets, #AI",2024-06-08 14:53:25.171539
Discussing the latest in travel.,435,80,"#Wanderlust, #Travel, #Explore",2024-06-18 23:59:22.171539
Discussing the latest in cooking.,272,54,"#Recipe, #Foodie, #Pasta",2024-06-16 03:02:13.171539
Discussing the latest in technology.,222,63,"#Tech, #Gadgets, #AI",2024-06-13 11:50:02.171539
Discussing the latest in finance.,391,74,"#Markets, #Investing, #Finance",2024-06-24 05:18:14.171539
Discussing the latest in nature.,341,64,"#Outdoors, #Relax, #Nature",2024-06-28 20:00:47.171539
Discussing the latest in cooking.,256,71,"#Pasta, #Recipe, #Cooking",2024-06-18 01:42:11.171539
Discussing the latest in fitness.,99,43,"#Healthy, #Fitness, #Wellness",2024-06-05 13:25:05.171539
